@RELATION svmSMtemp
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {Acoustic_guitar,Applause,Bark,Bass_drum,Burping_or_eructation,Bus,Cello,Chime,Clarinet,Computer_keyboard,Cough,Cowbell,Double_bass,Drawer_open_or_close,Electric_piano,Fart,Finger_snapping,Fireworks,Flute,Glockenspiel,Gong,Gunshot_or_gunfire,Harmonica,Hi-hat,Keys_jangling,Knock,Laughter,Meow,Microwave_oven,Oboe,Saxophone,Scissors,Shatter,Snare_drum,Squeak,Tambourine,Tearing,Telephone,Trumpet,Violin_or_fiddle,Writing}

@DATA
0.019820,0.009520,2.930305,0.095444,0.183548,0.058595,0.014716,0.010199,-32.508066,3.525947,0.727200,0.692417,0.343622,0.426972,0.244532,0.146873,-0.104785,0.072322,0.152052,0.121155,0.042801,0.005702,0.000646,0.099370,0.006828,0.044879,0.005893,0.117323,0.000369,0.001568,0.026790,0.019669,0.000418,0.046555,0.023739,0.004367,0.192832,0.042003,0.036727,0.091455,0.006912,0.002677,1.639689,0.530516,0.253534,0.171255,0.153437,0.137900,0.138307,0.124308,0.145697,0.108116,0.114826,0.121956,0.109849,0.004940,0.000668,0.043177,0.005777,0.027602,0.004866,0.045247,0.000304,0.001468,0.019586,0.013849,0.000455,0.009708,Gong
0.033981,0.007054,3.110281,0.158679,0.242328,0.086592,0.004248,0.020563,-30.098702,4.070934,0.121169,-0.088759,-0.360479,-0.277882,-0.170612,-0.111953,-0.210840,-0.097313,0.045510,0.033731,-0.085639,0.046649,0.003980,0.028233,0.004402,0.007720,0.053759,0.073376,0.000689,0.004515,0.017718,0.005604,0.003773,0.027365,0.007851,0.003059,0.109057,0.017119,0.013671,0.025139,0.001762,0.002238,0.696812,0.456150,0.266841,0.183585,0.157343,0.136703,0.139596,0.131505,0.109395,0.119167,0.138664,0.117843,0.120746,0.019024,0.003004,0.006836,0.002728,0.003627,0.013451,0.017723,0.000504,0.002878,0.008515,0.002946,0.002468,0.003669,Gong
0.051427,0.005868,3.221366,0.102243,0.141122,0.505665,0.005990,0.081987,-29.683016,1.174605,0.228400,-0.062031,-0.538184,0.265691,0.772982,0.148093,-0.643915,0.123330,-0.036842,-0.290923,-0.057510,0.005770,0.001580,0.012805,0.001889,0.059695,0.008901,0.043852,0.005577,0.000798,0.007954,0.049041,0.001106,0.027069,0.009179,0.002327,0.078935,0.019885,0.028608,0.087715,0.004009,0.012602,0.558245,0.256893,0.252833,0.185693,0.232345,0.195662,0.232028,0.196564,0.181334,0.198942,0.145819,0.176200,0.145530,0.003080,0.000741,0.014177,0.002280,0.025418,0.003758,0.031034,0.003623,0.000541,0.003252,0.015235,0.000722,0.006381,Gong
0.020876,0.019041,3.259497,0.077235,0.164638,0.024874,0.005396,0.022439,-31.251617,3.878434,-0.236750,-0.327229,-0.338743,-0.097716,0.248535,0.594831,0.358254,0.175914,0.406385,0.638076,0.259454,0.001052,0.000363,0.004082,0.011020,0.001914,0.000755,0.105436,0.000072,0.000229,0.112194,0.001307,0.000278,0.049834,0.026573,0.009674,0.087167,0.023798,0.023956,0.092138,0.006919,0.020693,1.337260,0.568492,0.372085,0.248050,0.192164,0.181483,0.166893,0.232786,0.172009,0.173222,0.125735,0.149735,0.146571,0.000737,0.000260,0.002346,0.005012,0.003369,0.000914,0.034432,0.000075,0.000297,0.036697,0.001667,0.000236,0.006830,Gong
0.160526,0.016305,3.227545,0.195596,0.133368,1.541714,0.000935,0.241470,-29.049287,-2.481271,0.450479,0.581796,-0.016273,-0.056027,0.328289,-0.899994,0.814497,0.158169,-0.588186,0.295685,-0.053095,0.001629,0.000278,0.000379,0.000102,0.000189,0.000225,0.000942,0.000493,0.000367,0.012055,0.001248,0.003742,0.003754,0.010904,0.019633,0.117178,0.020304,0.015251,0.222288,0.000582,0.035922,1.517642,0.606537,0.202083,0.283657,0.302738,0.277997,0.294168,0.206381,0.131706,0.197986,0.211227,0.124271,0.249822,0.003063,0.000245,0.000431,0.000051,0.000222,0.000181,0.000563,0.000193,0.000167,0.004131,0.000628,0.005422,0.000942,Gong
0.036333,0.009716,3.144161,0.093969,0.157896,0.139736,0.010055,0.058784,-29.645944,1.169836,-0.131790,0.676973,-0.774129,0.037365,-0.464840,-0.743233,0.484476,0.538704,0.424410,0.466005,-0.209618,0.013843,0.000298,0.015079,0.002948,0.041014,0.000417,0.071580,0.000120,0.014777,0.010497,0.004269,0.000920,0.028952,0.010258,0.006734,0.129592,0.018788,0.027187,0.070057,0.011450,0.018651,1.272640,0.450059,0.299545,0.317255,0.289994,0.269458,0.294576,0.340663,0.197186,0.217476,0.139522,0.136491,0.115385,0.007034,0.000250,0.016655,0.004219,0.031817,0.000280,0.058657,0.000076,0.008192,0.007026,0.006542,0.001936,0.012318,Gong
0.129364,0.012187,3.231611,0.172945,0.144240,1.382141,0.001546,0.217519,-29.897852,-1.707721,-0.559930,-0.318798,-0.561049,0.352542,0.957764,-0.276975,-0.356245,-0.248585,0.001659,0.487451,0.016021,0.002256,0.000412,0.002617,0.000467,0.002668,0.021969,0.001670,0.000522,0.000478,0.003328,0.033155,0.012732,0.013411,0.027890,0.025110,0.117942,0.030782,0.013370,0.333639,0.000591,0.056705,3.642451,0.647540,0.395272,0.254450,0.333763,0.201232,0.168395,0.131307,0.166632,0.228554,0.241502,0.208163,0.170255,0.002122,0.000348,0.003130,0.000354,0.003236,0.018978,0.001309,0.000228,0.000220,0.002488,0.030401,0.019073,0.007364,Gong
0.143432,0.016780,3.125158,0.200149,0.145052,1.540552,0.001636,0.236956,-28.589159,-2.319956,0.634490,-0.111717,-0.523773,0.388143,0.473394,-0.636950,0.173276,-0.125745,-0.258062,1.061708,-0.402837,0.003132,0.000431,0.001456,0.000135,0.000427,0.000397,0.001025,0.000343,0.000276,0.000986,0.028151,0.001664,0.007909,0.019084,0.018661,0.198312,0.019292,0.010250,0.221364,0.000854,0.036954,1.295888,0.571627,0.248387,0.287357,0.498216,0.301886,0.253870,0.139714,0.219902,0.261129,0.178673,0.170499,0.120394,0.007200,0.000295,0.001450,0.000050,0.000245,0.000171,0.000690,0.000232,0.000145,0.000522,0.018875,0.001754,0.005159,Gong
0.061982,0.001367,3.284069,0.236621,0.256621,0.391814,0.001712,0.049899,-39.026107,0.392203,-1.325428,0.272856,0.717594,0.029228,-0.741693,0.460281,0.615351,-0.033864,-0.633434,-0.009061,0.215701,0.005875,0.005564,0.012858,0.005215,0.009407,0.000548,0.008491,0.000151,0.000868,0.001641,0.003346,0.001803,0.007783,0.017606,0.002794,0.033276,0.024369,0.013694,0.196073,0.001127,0.007403,1.114950,0.615642,0.395128,0.409553,0.365188,0.295068,0.332824,0.334189,0.260653,0.226546,0.222493,0.232531,0.207481,0.006940,0.006625,0.013403,0.003834,0.006731,0.000577,0.007419,0.000138,0.001827,0.003336,0.003923,0.001383,0.004621,Gong
0.044218,0.022986,3.295920,0.173800,0.240791,0.046387,0.002863,0.045541,-31.254423,1.011081,-1.473568,1.492412,1.149173,-0.232834,-0.381407,0.566938,0.499966,-0.346611,-0.290730,0.229032,-0.095386,0.002583,0.000131,0.023558,0.114259,0.000928,0.000117,0.007483,0.000040,0.000056,0.000355,0.003904,0.000685,0.036222,0.003590,0.007543,0.030202,0.020479,0.015516,0.031881,0.001922,0.004128,0.796711,0.509208,0.347332,0.330592,0.262431,0.344122,0.239505,0.245883,0.225039,0.241648,0.241597,0.204687,0.145022,0.003236,0.000075,0.024047,0.035767,0.000967,0.000074,0.009251,0.000027,0.000056,0.000612,0.004012,0.000635,0.012995,Gong
0.096395,0.001730,3.278931,0.254483,0.247290,0.584672,0.002255,0.114460,-38.620329,-0.042938,-0.508526,1.416617,0.662068,-0.163918,0.008011,0.768751,0.229005,-0.393803,0.126807,0.361660,-0.584853,0.003341,0.001333,0.027024,0.212266,0.002253,0.000633,0.005743,0.000075,0.000140,0.000656,0.004880,0.003452,0.059990,0.045631,0.004625,0.050731,0.041386,0.021912,0.400262,0.001522,0.054946,1.556963,0.597623,0.462893,0.441844,0.334547,0.232905,0.278215,0.283767,0.239011,0.249378,0.242783,0.217964,0.193148,0.003567,0.003040,0.023454,0.071913,0.001988,0.000613,0.009232,0.000053,0.000115,0.000835,0.005423,0.003013,0.017982,Gong
0.031775,0.001696,3.275649,0.151973,0.224492,0.133548,0.002197,0.034936,-35.736743,2.659434,-0.971588,-0.928877,-0.314747,0.219696,0.041629,0.329937,0.482120,-0.035532,-0.678824,-0.422296,-0.067815,0.031372,0.005931,0.109588,0.009451,0.003276,0.001389,0.003926,0.000673,0.001261,0.003943,0.016516,0.002290,0.035450,0.007006,0.004459,0.065289,0.033415,0.032747,0.059571,0.001523,0.011519,1.750942,0.605085,0.336291,0.425120,0.250678,0.376964,0.235975,0.236627,0.192724,0.148122,0.202335,0.129345,0.142390,0.025783,0.002082,0.025215,0.003105,0.002817,0.000645,0.002166,0.000778,0.001270,0.002422,0.008038,0.000898,0.007815,Gong
0.017211,0.107745,3.275790,0.065304,0.130570,0.005595,0.005679,0.017362,-26.590289,2.944263,-0.960246,-0.695499,-1.482930,-0.930299,0.314054,0.452345,0.011440,0.254065,0.216689,0.317441,-0.052483,0.001438,0.000434,0.000410,0.001887,0.002841,0.000241,0.000273,0.000270,0.000233,0.001264,0.235312,0.001932,0.064767,0.000260,0.091549,0.068716,0.022638,0.043023,0.004421,0.006466,0.000308,1.567036,0.392063,0.438639,0.203192,0.417684,0.246170,0.264853,0.314785,0.305777,0.143470,0.244431,0.241093,0.171695,0.001760,0.000968,0.000582,0.000904,0.001131,0.000196,0.000317,0.000183,0.000295,0.001195,0.009278,0.002621,0.002749,Gong
0.008323,0.012472,3.210559,0.055468,0.139773,0.008133,0.005187,0.016572,-31.219470,4.917499,0.134080,-0.101730,-0.041120,0.034004,0.040918,0.227519,0.357441,0.435824,0.123909,-0.202976,-0.239056,0.001559,0.001400,0.040454,0.000576,0.001732,0.003166,0.012442,0.000447,0.000672,0.172704,0.004552,0.025263,0.054899,0.001209,0.015705,0.103893,0.022792,0.033432,0.024071,0.003567,0.001546,1.148371,0.865333,0.327444,0.194395,0.153739,0.157454,0.123485,0.137860,0.135329,0.139598,0.098424,0.127390,0.109891,0.000994,0.001108,0.022565,0.000742,0.001139,0.002476,0.020211,0.000334,0.000608,0.021526,0.003671,0.005982,0.005054,Gong
0.074331,0.005410,3.295541,0.150386,0.139391,0.807386,0.001080,0.129825,-33.093808,-1.593829,-0.113537,-0.708011,0.141412,0.958500,0.047294,-0.592544,-0.426288,0.280173,0.480599,-0.163489,-0.485631,0.000392,0.000686,0.007346,0.000118,0.001002,0.000321,0.000936,0.004274,0.001201,0.000522,0.001635,0.000715,0.002534,0.033624,0.011007,0.034787,0.026326,0.019760,0.303562,0.000573,0.053494,2.011186,0.525225,0.255143,0.328196,0.237898,0.302918,0.307790,0.138073,0.209041,0.180409,0.123044,0.137663,0.177744,0.000588,0.000882,0.003571,0.000085,0.000891,0.000293,0.001112,0.003349,0.000838,0.000558,0.002242,0.001153,0.001034,Gong
0.117262,0.008397,3.279643,0.174374,0.135983,1.298416,0.000899,0.201502,-29.922456,-2.327653,-0.452797,-0.416873,0.110902,0.639944,0.209106,-0.363598,-0.269449,-0.005532,0.662782,0.137780,-0.674095,0.000565,0.001014,0.002741,0.001208,0.000512,0.000602,0.001468,0.005287,0.001153,0.000501,0.005659,0.002334,0.002489,0.047613,0.016963,0.070700,0.036659,0.024464,0.428405,0.000381,0.074123,3.249160,0.486126,0.432175,0.319475,0.410357,0.170083,0.309903,0.242981,0.233273,0.231885,0.276934,0.163590,0.320799,0.000336,0.001208,0.001211,0.000697,0.000329,0.000561,0.001901,0.005359,0.000937,0.000454,0.006099,0.003512,0.001711,Gong
0.154322,0.023720,3.177264,0.195809,0.137071,1.541881,0.001197,0.238430,-28.017628,-2.138864,0.300213,0.479836,-0.174059,0.155597,0.324103,-0.883659,0.602705,0.153280,-0.526011,0.294139,-0.248142,0.002362,0.000481,0.005838,0.000122,0.000437,0.000195,0.000754,0.000403,0.000151,0.012048,0.000636,0.005377,0.004392,0.004253,0.025384,0.138730,0.015185,0.017068,0.079019,0.000722,0.018546,1.877349,0.335424,0.162205,0.238100,0.322434,0.335477,0.269357,0.250438,0.137325,0.249492,0.197215,0.213551,0.198437,0.004451,0.000552,0.002503,0.000030,0.000590,0.000149,0.000374,0.000300,0.000065,0.005863,0.000329,0.006512,0.001070,Gong
0.027495,0.010704,3.134541,0.092441,0.163270,0.067869,0.008414,0.052427,-30.402331,1.570434,-0.285073,1.295104,0.055298,0.092298,-0.084128,-0.584024,-0.393717,-0.096789,-0.353761,-0.238342,-0.124996,0.084472,0.000597,0.046484,0.023052,0.034825,0.001884,0.070851,0.012360,0.000919,0.001390,0.003072,0.002608,0.043871,0.008351,0.021144,0.291869,0.023110,0.031699,0.053184,0.006543,0.013566,2.334692,0.430425,0.370804,0.367417,0.232008,0.211516,0.325365,0.213243,0.214749,0.173830,0.150500,0.164320,0.159688,0.058174,0.001456,0.045662,0.031193,0.031047,0.004632,0.055257,0.007062,0.001244,0.001156,0.002157,0.002079,0.011981,Gong
0.066275,0.002946,3.289505,0.190352,0.220095,0.374050,0.001994,0.086534,-36.901462,-0.286892,-1.142685,1.303566,1.023920,-0.051923,-0.524555,0.553412,0.475674,-0.301565,-0.380386,0.303736,-0.097542,0.000937,0.000171,0.002583,0.080735,0.003254,0.000512,0.002158,0.000047,0.000165,0.000424,0.001787,0.000841,0.022844,0.012721,0.005453,0.048133,0.027615,0.017438,0.130659,0.001387,0.015166,1.136560,0.637146,0.384744,0.356832,0.255001,0.226542,0.202735,0.209032,0.255526,0.208695,0.208731,0.177871,0.188323,0.001431,0.000076,0.002225,0.036810,0.003938,0.000806,0.003028,0.000024,0.000452,0.000816,0.002325,0.001175,0.010280,Gong
0.026618,0.045484,3.110135,0.086748,0.162836,0.034003,0.006103,0.037003,-25.048610,1.656648,-1.447481,0.351799,0.750035,0.710002,-0.640888,-0.482029,0.562545,0.423366,-0.175639,0.016083,-0.122482,0.036868,0.001412,0.013925,0.000449,0.050425,0.000363,0.083414,0.003739,0.002755,0.004522,0.008149,0.004970,0.033970,0.009241,0.058234,0.128886,0.021586,0.030144,0.010739,0.004628,0.003122,1.332420,0.595615,0.323149,0.228529,0.321488,0.368933,0.144066,0.269521,0.221959,0.218691,0.221572,0.160893,0.171034,0.041424,0.001561,0.013729,0.000235,0.039881,0.000202,0.069594,0.003769,0.002545,0.003491,0.006653,0.003269,0.012303,Gong
0.025998,0.001793,3.193212,0.086996,0.170699,0.022798,0.003305,0.032963,-33.668928,3.137294,-1.772340,-0.316967,-0.345245,0.163368,0.478434,0.295362,-0.005101,-0.139179,-0.243716,-0.292397,-0.288016,0.049111,0.008572,0.020544,0.013984,0.012254,0.002731,0.056054,0.009185,0.003547,0.002995,0.015274,0.004601,0.023153,0.003107,0.002226,0.086613,0.017176,0.023404,0.013499,0.001458,0.003312,0.643422,0.413491,0.304877,0.172564,0.179697,0.191324,0.201631,0.191367,0.126766,0.127864,0.164391,0.161785,0.138863,0.014513,0.005709,0.013742,0.005159,0.005990,0.001528,0.027497,0.006395,0.002350,0.001787,0.009916,0.003275,0.006495,Gong
0.035133,0.011292,3.268760,0.106120,0.167319,0.106933,0.006264,0.060509,-27.340031,1.958483,-1.701942,0.544200,0.643069,0.075864,0.116674,0.235787,-0.739267,-0.155593,0.778646,0.720043,0.258911,0.017652,0.000510,0.003120,0.002983,0.001067,0.007611,0.136416,0.001567,0.000700,0.000413,0.095707,0.000707,0.046971,0.019166,0.007295,0.106964,0.041900,0.026026,0.284419,0.014763,0.069246,1.446518,0.373450,0.444350,0.275155,0.359567,0.306117,0.396873,0.234506,0.263470,0.214891,0.259268,0.138812,0.150751,0.016238,0.000833,0.002250,0.002444,0.000743,0.005398,0.042962,0.000768,0.000646,0.000280,0.051918,0.002091,0.011392,Gong
0.102339,0.032562,3.261741,0.153289,0.142128,0.961332,0.001427,0.164146,-25.572998,-1.964849,-0.497958,0.280378,-0.212997,0.305848,0.485679,-0.367581,-0.040103,-0.366518,0.038128,0.713121,0.098549,0.000359,0.000294,0.006924,0.000230,0.000534,0.001397,0.000930,0.000334,0.000256,0.002299,0.038345,0.000704,0.010506,0.026075,0.021230,0.058446,0.024555,0.024483,0.449114,0.000904,0.062882,0.770598,0.721870,0.329296,0.238921,0.321750,0.158088,0.155914,0.144753,0.270640,0.108334,0.169607,0.150670,0.141344,0.000418,0.000190,0.002990,0.000073,0.000372,0.000965,0.001149,0.000327,0.000084,0.001275,0.022609,0.000371,0.006128,Gong
0.056185,0.010663,3.205523,0.133152,0.187536,0.089187,0.007566,0.075248,-30.897787,1.532089,-1.714435,1.202995,0.514553,0.495275,0.299853,-0.571501,-0.067603,0.770164,-0.371117,-0.438212,-0.029860,0.006135,0.000785,0.003738,0.000568,0.008786,0.002769,0.025056,0.003631,0.001973,0.053854,0.005159,0.000664,0.018077,0.028098,0.016568,0.161617,0.066900,0.049362,0.174912,0.007042,0.065615,3.145108,0.743354,0.842948,0.498079,0.460968,0.339658,0.351900,0.354979,0.210625,0.391878,0.209410,0.156449,0.175357,0.005438,0.000913,0.004492,0.000421,0.010180,0.002348,0.028461,0.001351,0.000997,0.031571,0.002971,0.000389,0.009997,Gong
0.029060,0.000982,3.209153,0.153651,0.225127,0.138134,0.003115,0.017385,-37.745448,3.731081,0.219751,0.148806,0.051253,0.076098,-0.053120,-0.359054,-0.470492,-0.148495,0.004181,-0.134488,-0.154017,0.003350,0.001316,0.018695,0.178089,0.011832,0.003552,0.033696,0.000863,0.018487,0.002724,0.004137,0.000664,0.050508,0.007194,0.002331,0.067685,0.021465,0.017115,0.049525,0.001307,0.003005,1.113669,0.608749,0.300397,0.236147,0.202509,0.181729,0.191482,0.167117,0.147463,0.154890,0.128750,0.154166,0.157393,0.001467,0.001052,0.007060,0.016764,0.005479,0.001741,0.007686,0.000656,0.006925,0.001879,0.002254,0.000635,0.004770,Gong
0.061050,0.011267,3.136505,0.198225,0.252046,0.326597,0.002044,0.101606,-31.297366,3.581163,0.375975,0.107958,-0.301967,-0.394598,-0.323215,-0.130583,-0.070999,0.048297,0.120626,0.085398,-0.055269,0.043495,0.001751,0.008587,0.003145,0.009075,0.035304,0.069319,0.000454,0.004581,0.012261,0.005078,0.002056,0.024976,0.014780,0.004135,0.100765,0.015590,0.012946,0.057021,0.000993,0.013277,0.661669,0.400259,0.256446,0.171734,0.153276,0.132369,0.123209,0.121259,0.120540,0.124415,0.126988,0.126020,0.109864,0.012166,0.001166,0.004802,0.002434,0.004295,0.010642,0.014178,0.000260,0.002619,0.005490,0.002768,0.001537,0.004131,Gong
0.120886,0.002528,3.145902,0.225781,0.226764,0.395312,0.001963,0.034997,-37.089606,0.943242,-0.837166,0.348960,0.537674,0.313940,-0.226923,0.198507,0.347118,0.008186,-0.160594,0.139631,0.272196,0.060342,0.000757,0.016304,0.000894,0.004732,0.003078,0.139641,0.000633,0.004269,0.001419,0.015147,0.045308,0.051713,0.024587,0.003414,0.061732,0.021653,0.014132,0.105112,0.001225,0.006898,0.818559,0.266396,0.211316,0.154827,0.187205,0.131037,0.143358,0.126433,0.140880,0.126415,0.135970,0.115583,0.140397,0.016468,0.000420,0.014881,0.000533,0.003021,0.001251,0.050861,0.000347,0.003120,0.000809,0.010960,0.010683,0.012335,Gong
0.081420,0.006468,3.271661,0.134627,0.130777,0.833099,0.002320,0.135889,-31.301814,-1.257207,0.389946,-0.333051,0.054904,1.066691,0.212792,-0.516518,-0.244855,0.301267,0.504057,-0.131192,-0.167791,0.000314,0.003123,0.003155,0.000592,0.026900,0.001385,0.013792,0.022206,0.001170,0.000583,0.001847,0.000618,0.012056,0.018374,0.011114,0.107343,0.023953,0.024888,0.169530,0.000770,0.025787,1.451427,0.585542,0.263428,0.242170,0.236197,0.156049,0.133625,0.096537,0.105979,0.184167,0.110765,0.142060,0.104030,0.000193,0.003891,0.002256,0.000402,0.005701,0.000850,0.010719,0.014275,0.000961,0.000583,0.000685,0.000675,0.004684,Gong
0.004540,0.024539,2.833980,0.103902,0.207532,0.021593,0.044578,0.003605,-27.263702,2.528523,-0.053083,0.233238,0.116290,0.360021,0.025504,-0.073959,-0.011227,0.236987,0.260634,-0.048037,-0.074559,0.000903,0.001549,0.033079,0.000787,0.090875,0.000698,0.158077,0.000280,0.002574,0.002255,0.004727,0.000894,0.056792,0.004766,0.021609,0.227373,0.027748,0.024629,0.020703,0.037973,0.005528,1.730302,0.235852,0.316874,0.222644,0.233485,0.180688,0.142199,0.146597,0.126985,0.126488,0.187009,0.126768,0.075227,0.000875,0.004123,0.030462,0.000925,0.054023,0.001089,0.123610,0.000585,0.002798,0.003583,0.004545,0.003109,0.023867,Gong
0.075749,0.005571,3.239740,0.130399,0.140352,0.792168,0.003263,0.134585,-31.717828,-1.033375,0.276228,-0.275119,0.143382,0.855358,0.253282,-0.659193,-0.132364,0.313215,0.395113,-0.081115,-0.059595,0.000505,0.004156,0.007961,0.000441,0.027934,0.000858,0.038303,0.023408,0.002585,0.000818,0.003174,0.000333,0.018270,0.017525,0.009500,0.138610,0.024993,0.015632,0.225084,0.001704,0.028012,1.892006,0.908049,0.385391,0.311772,0.271160,0.201997,0.179582,0.196304,0.144216,0.177529,0.110918,0.193948,0.129557,0.000495,0.005207,0.007795,0.000347,0.023571,0.000844,0.037128,0.014680,0.001478,0.000936,0.001832,0.000280,0.010153,Gong
0.006487,0.020082,2.876681,0.104745,0.207690,0.021789,0.030880,0.008601,-27.417521,2.410444,-0.205259,0.254365,0.077208,0.288055,-0.001125,-0.203736,-0.035266,0.412384,0.318144,-0.012966,0.001387,0.001074,0.000311,0.035680,0.000538,0.086437,0.000692,0.138254,0.000344,0.008935,0.003230,0.004496,0.000950,0.050717,0.005857,0.018301,0.192558,0.024757,0.022059,0.019689,0.027058,0.008051,1.748561,0.230290,0.421740,0.270748,0.296465,0.244637,0.173587,0.178163,0.161509,0.205669,0.210222,0.160160,0.173705,0.001925,0.000612,0.037329,0.000578,0.047408,0.001036,0.101694,0.000574,0.010667,0.006592,0.004906,0.002574,0.018766,Gong
0.020364,0.013899,3.008573,0.097698,0.179486,0.067137,0.015561,0.027253,-28.747636,1.628164,-0.303303,0.575915,-0.330682,0.110093,-0.366857,-0.444931,0.304190,0.436875,0.359799,0.347039,-0.248700,0.005627,0.000365,0.021634,0.005566,0.060053,0.000498,0.119502,0.000121,0.016778,0.009323,0.004298,0.000405,0.044041,0.008165,0.007203,0.153897,0.019675,0.025153,0.039154,0.014735,0.010325,1.434634,0.388909,0.306646,0.185326,0.212318,0.201096,0.217865,0.261464,0.157815,0.190359,0.109316,0.138207,0.103541,0.003053,0.000504,0.017774,0.005467,0.032585,0.000383,0.061893,0.000143,0.010901,0.008310,0.004555,0.000269,0.012502,Gong
0.013805,0.017537,2.940327,0.093203,0.185322,0.027809,0.026888,0.019868,-27.214481,2.022796,-0.738117,0.544364,0.504586,0.120236,-0.694547,-0.263401,0.642508,0.336346,-0.210612,0.286338,0.258061,0.006868,0.001117,0.028462,0.000877,0.080520,0.000338,0.121911,0.000094,0.000356,0.000949,0.008612,0.011162,0.046191,0.006723,0.013774,0.229801,0.026767,0.028790,0.019933,0.024561,0.010615,1.281598,0.427510,0.446548,0.245859,0.159409,0.247461,0.275576,0.254924,0.163697,0.172641,0.126435,0.161947,0.092392,0.004046,0.003030,0.027917,0.000857,0.046586,0.000326,0.100294,0.000082,0.000330,0.000785,0.005359,0.008213,0.018134,Gong
0.066559,0.003326,3.254892,0.160279,0.220935,0.221482,0.001904,0.066647,-33.281479,1.697270,-1.300549,1.125332,-0.081476,-0.216322,0.041849,0.102614,0.168536,0.092277,-0.219527,0.039928,0.074222,0.004166,0.022822,0.009165,0.001734,0.008490,0.004688,0.005582,0.003915,0.003938,0.007457,0.069702,0.002222,0.019907,0.011179,0.003410,0.033809,0.014398,0.015297,0.065548,0.000535,0.006132,0.533466,0.328168,0.210595,0.173926,0.161912,0.125518,0.122409,0.130808,0.143038,0.124177,0.137192,0.118139,0.104836,0.001602,0.009860,0.004333,0.000838,0.003340,0.001815,0.003090,0.002623,0.002337,0.002630,0.012490,0.001600,0.003660,Gong
0.089221,0.023060,3.228875,0.150478,0.151870,0.756562,0.001381,0.136764,-26.594477,-1.943650,-0.588080,0.625034,-0.208652,0.286118,0.421468,-0.231951,-0.071220,-0.439098,-0.002116,0.804095,0.006250,0.000443,0.000366,0.013872,0.000317,0.001264,0.001200,0.001524,0.000324,0.000289,0.001560,0.042838,0.000686,0.012169,0.021243,0.024208,0.155261,0.026507,0.019808,0.475911,0.000970,0.062293,1.328930,0.697320,0.271365,0.396599,0.219935,0.181230,0.211840,0.222621,0.196387,0.209971,0.136236,0.140700,0.158516,0.000711,0.000219,0.009907,0.000139,0.001515,0.001099,0.001379,0.000152,0.000096,0.000285,0.022773,0.000531,0.006227,Gong
